study_id,title,description,minAge,maxAge,minGPA,cooldownDays,active,created_at,updated_at
d5280e68-bbd3-4f0f-ae07-f7c3ae9795c7,Human-Computer Interaction: Study effects of nutrition on reaction time,This exercise science study uses a mobile app diary with STEM majors. It aims to analyze eye movements during reading. Approx. 45 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,21,45,2.0,7,False,2026-08-26T23:45:37,2026-10-01T16:54:04
83587935-7b31-4048-878d-adea27593e80,Language Processing: Evaluate UI learnability,This nutrition & performance study uses a EEG session with habitual nappers. It aims to test usability of a new mobile interface. Approx. 75 minutes. Compensation: $10 gift card. Participation is voluntary; you may withdraw at any time.,21,55,2.0,0,True,2026-01-18T05:22:54,2026-05-10T18:25:09
239deaaa-8409-44e6-9d6e-0314138cb9cd,Social Behavior via Eye-Tracking Study,This affect & emotion study uses a online survey with STEM majors. It aims to quantify decision speed under time pressure. Approx. 45 minutes. Compensation: $25 gift card. Participation is voluntary; you may withdraw at any time.,18,65,2.0,0,True,2026-07-11T03:09:45,2026-08-31T12:15:13
c441415d-1029-4dad-a74b-fd4a97e09ce5,Mental Health: Assess the impact of sleep duration on recall,This cognitive psychology study uses a A/B usability test with undergraduates. It aims to model social conformity behavior. Approx. 90 minutes. Compensation: $10 gift card. Participation is voluntary; you may withdraw at any time.,18,45,2.0,0,False,2027-02-18T19:53:04,2027-04-02T01:57:59
45ee9b76-98ab-4027-a688-bc8b597d7cf3,Human-Computer Interaction: Test usability of a new mobile interface,This neuroscience study uses a mobile app diary with heavy social media users. It aims to assess the impact of sleep duration on recall. Approx. 60 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,18,65,3.2,0,True,2025-12-12T05:50:43,2026-03-13T17:37:07
717c1b69-3c1a-4441-a508-20d10d98f1db,Compare different feedback strategies on learning (Social Behavior),This cognitive psychology study uses a A/B usability test with bilingual speakers. It aims to assess the impact of sleep duration on recall. Approx. 20 minutes. Compensation: course credit. Participation is voluntary; you may withdraw at any time.,18,60,2.0,7,True,2026-12-30T03:43:44,2027-05-06T07:26:08
9d91cf04-502e-494f-a513-e36395680f9b,Quantify decision speed under time pressure (Social Behavior),This usability testing study uses a EEG session with competitive athletes. It aims to model social conformity behavior. Approx. 90 minutes. Compensation: $15 gift card. Participation is voluntary; you may withdraw at any time.,21,45,2.3,30,False,2026-09-04T16:19:05,2026-12-11T10:55:26
dbc717e2-a8fd-4086-8048-bea526bae579,Attention & Perception: Understand bilingual lexical access,This attention & perception study uses a online survey with first-year students. It aims to study effects of nutrition on reaction time. Approx. 30 minutes. Compensation: $10 gift card. Participation is voluntary; you may withdraw at any time.,21,55,2.5,0,True,2026-10-13T08:56:07,2026-12-27T16:17:25
5f18f98e-d1ea-4bde-8c6d-28196a3a8bda,Exercise Science: Assess the impact of sleep duration on recall,This attention & perception study uses a interview session with early risers. It aims to model social conformity behavior. Approx. 30 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,18,60,2.5,0,True,2026-08-09T06:10:24,2027-01-21T16:40:32
df8127e3-7a9b-418a-bd3a-17dc42a3b452,Model social conformity behavior (Cognitive Psychology),This attention & perception study uses a eye-tracking study with heavy social media users. It aims to assess the impact of sleep duration on recall. Approx. 90 minutes. Compensation: $10 gift card. Participation is voluntary; you may withdraw at any time.,18,65,2.5,7,True,2025-09-25T16:38:36,2025-10-12T10:32:36
2228b5cb-8e18-4eef-829c-385445f266c9,Sleep & Memory via Eye-Tracking Study,This learning & education study uses a EEG session with graduate students. It aims to understand bilingual lexical access. Approx. 60 minutes. Compensation: $15 gift card. Participation is voluntary; you may withdraw at any time.,18,55,2.5,21,False,2026-05-20T22:05:26,2026-07-02T05:16:57
b8433d52-51a3-4e97-b8f0-7bbde6092a51,Attention & Perception via A/B Usability Test,This decision making study uses a VR interaction task with first-year students. It aims to assess the impact of sleep duration on recall. Approx. 35 minutes. Compensation: course credit. Participation is voluntary; you may withdraw at any time.,21,45,3.2,14,True,2026-01-29T07:23:08,2026-05-29T23:27:20
5ae9c93c-8634-4df9-9da8-146b826fa836,Human Factors – Understand bilingual lexical access,This exercise science study uses a behavioral game with undergraduates. It aims to compare different feedback strategies on learning. Approx. 90 minutes. Compensation: course credit. Participation is voluntary; you may withdraw at any time.,18,60,2.5,7,True,2026-02-04T11:16:21,2026-04-11T01:07:27
8676a267-d112-4c72-a114-7b9a107b499f,Analyze eye movements during reading (Affect & Emotion),This usability testing study uses a reaction-time task with first-year students. It aims to quantify decision speed under time pressure. Approx. 35 minutes. Compensation: course credit. Participation is voluntary; you may withdraw at any time.,18,65,2.0,7,True,2026-10-14T21:43:15,2027-01-18T15:36:50
bdb7b0d3-261c-41b1-9cdc-7e2441107c03,Compare different feedback strategies on learning (Usability Testing),This usability testing study uses a behavioral game with habitual nappers. It aims to understand bilingual lexical access. Approx. 20 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,21,45,3.5,0,True,2026-12-04T07:42:30,2027-01-14T14:46:47
59261769-3bff-4a66-8e3b-63021fdde8df,Human Factors – Model social conformity behavior,This mental health study uses a online survey with STEM majors. It aims to compare different feedback strategies on learning. Approx. 75 minutes. Compensation: course credit. Participation is voluntary; you may withdraw at any time.,18,55,2.5,14,True,2027-02-28T09:29:13,2027-03-08T08:58:58
5f97bcdd-55c0-4202-a77c-4a49f39f154f,Exercise Science – Understand bilingual lexical access,This exercise science study uses a VR interaction task with bilingual speakers. It aims to understand bilingual lexical access. Approx. 75 minutes. Compensation: $25 gift card. Participation is voluntary; you may withdraw at any time.,18,45,2.0,0,True,2026-07-16T12:45:39,2026-10-26T10:06:08
9e5645a0-1779-48c9-b0f2-9380afdea7ca,Sleep & Memory – Assess the impact of sleep duration on recall,This social behavior study uses a A/B usability test with habitual nappers. It aims to study effects of nutrition on reaction time. Approx. 60 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,21,60,2.7,0,True,2026-12-09T18:15:20,2027-03-07T23:27:05
1bd935f5-3a5c-4a95-81c6-a37d21df4441,Compare different feedback strategies on learning (Language Processing),This cognitive psychology study uses a EEG session with early risers. It aims to quantify decision speed under time pressure. Approx. 20 minutes. Compensation: $10 gift card. Participation is voluntary; you may withdraw at any time.,21,65,2.7,21,True,2026-07-09T00:00:29,2026-08-25T04:53:56
42d6f412-6c5f-49bb-82ff-6db66339fe56,Learning & Education: Evaluate UI learnability,This affect & emotion study uses a interview session with bilingual speakers. It aims to assess the impact of sleep duration on recall. Approx. 20 minutes. Compensation: $15 gift card. Participation is voluntary; you may withdraw at any time.,18,55,2.0,21,True,2027-01-19T00:03:34,2027-02-15T23:13:52
ac679ff3-6b14-46b6-be66-a38d644b09be,Social Behavior: Study effects of nutrition on reaction time,This usability testing study uses a lab-based task with habitual nappers. It aims to model social conformity behavior. Approx. 20 minutes. Compensation: $10 gift card. Participation is voluntary; you may withdraw at any time.,18,65,2.5,0,True,2026-04-15T16:06:16,2026-04-17T13:18:38
6fb95d1b-6027-42f7-8d7f-e36ce1e545f7,Human-Computer Interaction: Assess the impact of sleep duration on recall,This usability testing study uses a interview session with heavy social media users. It aims to analyze eye movements during reading. Approx. 45 minutes. Compensation: $20 gift card. Participation is voluntary; you may withdraw at any time.,18,65,2.3,14,False,2026-03-26T02:24:44,2026-06-26T16:55:12
56cd6281-d455-4db8-a95d-a80600e8821a,Measure short-term memory accuracy (Usability Testing),This neuroscience study uses a lab-based task with undergraduates. It aims to compare different feedback strategies on learning. Approx. 75 minutes. Compensation: course credit. Participation is voluntary; you may withdraw at any time.,18,45,2.5,30,True,2026-04-02T01:04:38,2026-07-05T17:31:51
ff9cc043-4a30-49b7-9b32-c51f010340c8,Motivation & Goals via Reaction-Time Task,This cognitive psychology study uses a mobile app diary with undergraduates. It aims to model social conformity behavior. Approx. 90 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,18,60,2.7,7,True,2026-07-28T19:37:11,2026-12-31T22:34:56
64e57352-22c6-4248-9964-1bef195d4074,Mental Health: Analyze eye movements during reading,This usability testing study uses a VR interaction task with first-year students. It aims to evaluate UI learnability. Approx. 90 minutes. Compensation: $15 gift card. Participation is voluntary; you may withdraw at any time.,18,55,2.5,0,True,2027-02-25T18:47:16,2027-07-16T11:47:00
ba9e5d36-7efc-4a13-a18d-888d5da6f534,Social Behavior – Quantify decision speed under time pressure,This attention & perception study uses a eye-tracking study with bilingual speakers. It aims to quantify decision speed under time pressure. Approx. 20 minutes. Compensation: $15 gift card. Participation is voluntary; you may withdraw at any time.,21,45,2.0,14,False,2026-04-26T18:14:56,2026-06-22T03:37:43
b611e954-8cb7-47da-9fc1-ee06936e3ba0,Motivation & Goals – Evaluate UI learnability,This sleep & memory study uses a mobile app diary with bilingual speakers. It aims to understand bilingual lexical access. Approx. 20 minutes. Compensation: $25 gift card. Participation is voluntary; you may withdraw at any time.,18,65,3.0,21,True,2026-12-01T10:34:26,2027-03-22T19:04:13
32e0c78f-2611-4f7c-a5ce-e1d69b5e9ccc,Quantify decision speed under time pressure (Attention & Perception),This sleep & memory study uses a lab-based task with graduate students. It aims to understand bilingual lexical access. Approx. 30 minutes. Compensation: $20 gift card. Participation is voluntary; you may withdraw at any time.,18,60,2.0,14,False,2026-12-13T02:30:33,2026-12-13T13:49:30
f009c53f-9392-4bc9-b3cd-9490211425ed,Human-Computer Interaction via Interview Session,This usability testing study uses a A/B usability test with competitive athletes. It aims to evaluate UI learnability. Approx. 60 minutes. Compensation: $20 gift card. Participation is voluntary; you may withdraw at any time.,18,45,2.3,30,False,2026-05-24T09:17:30,2026-06-30T20:05:55
c0280adc-67f4-4dbe-a8cf-84430fb0bc5a,Attention & Perception via Behavioral Game,This decision making study uses a EEG session with STEM majors. It aims to measure short-term memory accuracy. Approx. 60 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,18,60,2.5,0,True,2026-12-10T19:36:45,2027-04-12T18:35:21
090f6e97-1660-4188-90c6-e868db36649e,Learning & Education – Study effects of nutrition on reaction time,This human-computer interaction study uses a mobile app diary with general adults. It aims to assess the impact of sleep duration on recall. Approx. 90 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,18,45,3.2,7,False,2026-07-22T07:49:40,2026-10-06T13:37:25
b2a158f7-b3a2-4726-9a5e-ee8d2368fb69,Compare different feedback strategies on learning (Cognitive Psychology),This human factors study uses a behavioral game with competitive athletes. It aims to compare different feedback strategies on learning. Approx. 20 minutes. Compensation: course credit. Participation is voluntary; you may withdraw at any time.,18,60,2.7,7,False,2026-11-20T15:38:50,2027-02-28T19:11:25
ff99a5a5-7682-4a4c-9e26-12e4700227df,Exercise Science: Understand bilingual lexical access,This decision making study uses a behavioral game with STEM majors. It aims to understand bilingual lexical access. Approx. 30 minutes. Compensation: $15 gift card. Participation is voluntary; you may withdraw at any time.,21,65,2.0,7,True,2026-02-19T23:16:29,2026-08-04T23:36:26
fc8904a2-a5c5-4742-b7b0-80b77054fa08,Mental Health via Interview Session,This usability testing study uses a A/B usability test with STEM majors. It aims to measure short-term memory accuracy. Approx. 20 minutes. Compensation: $15 gift card. Participation is voluntary; you may withdraw at any time.,18,65,2.0,0,True,2026-10-26T08:24:29,2027-04-10T20:43:55
58bffaa1-6410-470a-b0c8-02f5bb596fc3,Human Factors via Eeg Session,This human-computer interaction study uses a lab-based task with bilingual speakers. It aims to analyze eye movements during reading. Approx. 35 minutes. Compensation: course credit. Participation is voluntary; you may withdraw at any time.,18,65,3.0,0,False,2027-02-08T02:40:28,2027-05-16T12:41:41
e2a583db-f9c2-4ed9-85b0-736d942a43fb,Affect & Emotion: Measure short-term memory accuracy,This nutrition & performance study uses a lab-based task with graduate students. It aims to test usability of a new mobile interface. Approx. 30 minutes. Compensation: course credit. Participation is voluntary; you may withdraw at any time.,18,65,2.0,0,False,2026-02-08T15:53:06,2026-05-18T09:30:49
4a54c917-12d0-494d-943f-471f742cf922,Human Factors via Vr Interaction Task,This nutrition & performance study uses a mobile app diary with graduate students. It aims to test usability of a new mobile interface. Approx. 30 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,21,45,2.3,30,False,2026-11-06T17:33:00,2027-03-11T19:52:39
72a02f28-94a4-4293-95b8-2c6fce8c8189,Nutrition & Performance via Eye-Tracking Study,This social behavior study uses a online survey with heavy social media users. It aims to model social conformity behavior. Approx. 20 minutes. Compensation: course credit. Participation is voluntary; you may withdraw at any time.,18,55,2.5,7,True,2026-04-08T10:21:44,2026-04-16T13:26:34
eceee519-cfbf-4357-925e-1d0a97a511c7,Study effects of nutrition on reaction time (Nutrition & Performance),This social behavior study uses a A/B usability test with STEM majors. It aims to assess the impact of sleep duration on recall. Approx. 35 minutes. Compensation: $10 gift card. Participation is voluntary; you may withdraw at any time.,18,60,2.7,21,True,2026-10-06T22:31:00,2027-04-02T09:54:37
9476746c-21cd-43bb-bf07-19d5294cbcab,Mental Health via Interview Session,This nutrition & performance study uses a online survey with bilingual speakers. It aims to assess the impact of sleep duration on recall. Approx. 30 minutes. Compensation: $10 gift card. Participation is voluntary; you may withdraw at any time.,18,55,3.2,30,True,2026-12-24T15:38:14,2027-03-26T01:44:12
31ba6c27-1978-4a4e-800f-176578066aa4,Exercise Science: Compare different feedback strategies on learning,This language processing study uses a VR interaction task with night owls. It aims to evaluate UI learnability. Approx. 45 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,21,45,3.2,21,False,2026-01-10T06:15:38,2026-05-27T13:40:45
3fbcc8a5-2b4b-4c29-b9da-d01b8ae80479,Assess the impact of sleep duration on recall (Sleep & Memory),This social behavior study uses a A/B usability test with general adults. It aims to compare different feedback strategies on learning. Approx. 45 minutes. Compensation: $20 gift card. Participation is voluntary; you may withdraw at any time.,18,55,2.0,0,True,2027-03-06T06:17:50,2027-07-24T21:06:27
284f836f-af66-42f5-8a3b-ae99fc078599,Quantify decision speed under time pressure (Sleep & Memory),This neuroscience study uses a VR interaction task with general adults. It aims to study effects of nutrition on reaction time. Approx. 20 minutes. Compensation: $15 gift card. Participation is voluntary; you may withdraw at any time.,18,65,3.2,7,True,2025-12-11T13:23:33,2026-01-11T19:47:26
7bf4fa45-0b02-4e7c-bf08-649b638a5556,Decision Making: Analyze eye movements during reading,This mental health study uses a interview session with habitual nappers. It aims to study effects of nutrition on reaction time. Approx. 60 minutes. Compensation: $25 gift card. Participation is voluntary; you may withdraw at any time.,18,45,2.0,21,True,2027-03-01T11:19:45,2027-07-16T07:24:53
d1c8f91f-f306-47f1-9117-5e5f42d9bc8e,Usability Testing via Behavioral Game,This language processing study uses a online survey with STEM majors. It aims to evaluate UI learnability. Approx. 75 minutes. Compensation: $25 gift card. Participation is voluntary; you may withdraw at any time.,18,55,2.3,14,True,2027-01-30T11:25:48,2027-05-04T20:29:59
b53b0d3e-6539-4470-8503-f875190a5d81,Human Factors – Evaluate UI learnability,This mental health study uses a behavioral game with heavy social media users. It aims to study effects of nutrition on reaction time. Approx. 45 minutes. Compensation: $20 gift card. Participation is voluntary; you may withdraw at any time.,18,60,2.5,0,False,2026-08-02T17:59:05,2026-10-21T21:15:59
7dca9c89-76f7-420f-ba84-c87f0eaf1153,Sleep & Memory: Assess the impact of sleep duration on recall,This social behavior study uses a interview session with undergraduates. It aims to study effects of nutrition on reaction time. Approx. 60 minutes. Compensation: $10 gift card. Participation is voluntary; you may withdraw at any time.,21,45,3.2,21,True,2026-01-04T23:12:33,2026-05-07T17:20:01
985bb832-13eb-4e64-9f01-1d588026069c,Nutrition & Performance via A/B Usability Test,This cognitive psychology study uses a A/B usability test with heavy social media users. It aims to model social conformity behavior. Approx. 30 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,18,65,3.2,30,False,2026-02-03T18:46:22,2026-02-23T08:08:12
5dc062a2-6adc-4c85-bf72-534f77aa2370,Exercise Science: Model social conformity behavior,This human factors study uses a behavioral game with night owls. It aims to model social conformity behavior. Approx. 20 minutes. Compensation: $15 gift card. Participation is voluntary; you may withdraw at any time.,18,55,3.0,0,True,2026-10-01T06:05:48,2026-12-15T15:44:09
136880f5-dd98-4f25-a115-3c3a51b92dce,Learning & Education – Understand bilingual lexical access,This learning & education study uses a VR interaction task with STEM majors. It aims to measure short-term memory accuracy. Approx. 45 minutes. Compensation: $25 gift card. Participation is voluntary; you may withdraw at any time.,21,45,2.3,30,True,2026-05-10T17:39:33,2026-08-08T21:33:39
b487d687-e0e1-4372-8f3a-33af73e72e71,Cognitive Psychology – Evaluate UI learnability,This mental health study uses a online survey with graduate students. It aims to analyze eye movements during reading. Approx. 30 minutes. Compensation: course credit. Participation is voluntary; you may withdraw at any time.,18,55,2.3,21,True,2027-02-13T00:32:04,2027-04-18T08:45:58
a6d96cb2-7770-4750-8ddb-7459713159de,Model social conformity behavior (Motivation & Goals),This mental health study uses a A/B usability test with general adults. It aims to study effects of nutrition on reaction time. Approx. 20 minutes. Compensation: $25 gift card. Participation is voluntary; you may withdraw at any time.,21,65,2.0,14,False,2025-09-25T12:18:37,2025-12-25T19:32:10
09ed1c15-1b98-42be-aa1d-6c987f2b1c49,Nutrition & Performance: Study effects of nutrition on reaction time,This exercise science study uses a A/B usability test with night owls. It aims to model social conformity behavior. Approx. 20 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,18,55,3.2,14,True,2026-10-05T20:53:06,2027-02-23T14:55:41
c69a7cff-b6cb-4fd0-89ef-5f78da21ade6,Exercise Science – Compare different feedback strategies on learning,This exercise science study uses a lab-based task with graduate students. It aims to evaluate UI learnability. Approx. 30 minutes. Compensation: $10 gift card. Participation is voluntary; you may withdraw at any time.,18,45,2.7,7,True,2026-06-13T17:58:13,2026-10-01T15:42:34
52f6438e-65c9-4c3d-a345-a9ccb1a965ad,Analyze eye movements during reading (Cognitive Psychology),This decision making study uses a behavioral game with graduate students. It aims to assess the impact of sleep duration on recall. Approx. 60 minutes. Compensation: course credit. Participation is voluntary; you may withdraw at any time.,18,55,2.0,0,False,2026-04-01T03:01:10,2026-09-18T18:38:40
2aed2116-70ee-4db2-bb72-f7232e91099f,Learning & Education via Behavioral Game,This learning & education study uses a interview session with STEM majors. It aims to evaluate UI learnability. Approx. 30 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,18,55,2.3,14,False,2026-01-12T13:32:08,2026-05-01T14:10:42
3e1f3b7c-7afa-406c-aae6-742d09455e0c,Learning & Education – Measure short-term memory accuracy,This human factors study uses a reaction-time task with habitual nappers. It aims to assess the impact of sleep duration on recall. Approx. 30 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,18,65,2.5,30,True,2025-10-31T02:55:41,2026-01-16T06:56:06
574aac72-d282-4089-84b5-1acec4f7c495,Study effects of nutrition on reaction time (Language Processing),This human factors study uses a eye-tracking study with competitive athletes. It aims to evaluate UI learnability. Approx. 20 minutes. Compensation: $10 gift card. Participation is voluntary; you may withdraw at any time.,18,45,2.7,14,True,2026-09-22T15:48:07,2026-12-03T13:53:05
24e44531-0b4c-4c3b-b5b1-a7992b2051b3,Evaluate UI learnability (Nutrition & Performance),This motivation & goals study uses a mobile app diary with competitive athletes. It aims to quantify decision speed under time pressure. Approx. 20 minutes. Compensation: $20 gift card. Participation is voluntary; you may withdraw at any time.,18,55,2.3,14,False,2026-12-22T10:05:53,2027-05-07T08:06:54
2c1cdb5f-0a9b-4a13-a0ec-19bc4ff5237b,Mental Health via Eye-Tracking Study,This usability testing study uses a lab-based task with graduate students. It aims to understand bilingual lexical access. Approx. 20 minutes. Compensation: $15 gift card. Participation is voluntary; you may withdraw at any time.,18,55,2.0,21,False,2025-11-18T03:51:24,2026-04-07T02:23:38
5ad93f5f-4aec-4962-8409-fbbb047fbc77,Neuroscience via Vr Interaction Task,This exercise science study uses a online survey with general adults. It aims to compare different feedback strategies on learning. Approx. 60 minutes. Compensation: $15 gift card. Participation is voluntary; you may withdraw at any time.,18,60,3.0,21,True,2025-12-21T05:02:02,2026-04-11T07:29:56
ee5eee12-e742-41c3-859c-0a3ef235ecfa,Motivation & Goals: Test usability of a new mobile interface,This social behavior study uses a interview session with habitual nappers. It aims to evaluate UI learnability. Approx. 35 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,18,45,3.0,7,False,2026-07-26T17:49:19,2026-11-30T13:12:30
1cd5ec05-a23a-4ebf-aab9-840341b2e3d4,Sleep & Memory – Analyze eye movements during reading,This usability testing study uses a A/B usability test with first-year students. It aims to assess the impact of sleep duration on recall. Approx. 30 minutes. Compensation: $20 gift card. Participation is voluntary; you may withdraw at any time.,18,55,2.5,30,True,2026-10-24T07:12:15,2027-02-18T01:32:51
6404454a-afdb-41aa-828f-7d1ef287e95c,Assess the impact of sleep duration on recall (Language Processing),This language processing study uses a reaction-time task with graduate students. It aims to assess the impact of sleep duration on recall. Approx. 20 minutes. Compensation: $15 gift card. Participation is voluntary; you may withdraw at any time.,18,60,2.0,7,False,2026-04-24T17:45:23,2026-05-29T03:36:09
ad2f4977-dc0b-493a-8184-58eb70cf9bcf,Human-Computer Interaction: Assess the impact of sleep duration on recall,This cognitive psychology study uses a mobile app diary with STEM majors. It aims to model social conformity behavior. Approx. 35 minutes. Compensation: $25 gift card. Participation is voluntary; you may withdraw at any time.,18,60,2.7,21,False,2026-05-08T01:14:51,2026-07-30T03:19:56
7134aa48-474d-48db-af6b-46ac83eebaa3,Assess the impact of sleep duration on recall (Cognitive Psychology),This social behavior study uses a VR interaction task with undergraduates. It aims to understand bilingual lexical access. Approx. 20 minutes. Compensation: $25 gift card. Participation is voluntary; you may withdraw at any time.,21,60,3.0,30,True,2026-08-30T10:55:25,2026-10-25T22:43:46
3d6d05f0-e925-4cef-801d-0c90971f6975,Language Processing – Understand bilingual lexical access,This exercise science study uses a behavioral game with bilingual speakers. It aims to compare different feedback strategies on learning. Approx. 35 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,18,65,2.0,7,True,2026-02-04T18:56:19,2026-03-25T15:40:45
64e00e35-314a-4cad-8a7d-367ace672320,Motivation & Goals: Study effects of nutrition on reaction time,This decision making study uses a EEG session with general adults. It aims to understand bilingual lexical access. Approx. 30 minutes. Compensation: course credit. Participation is voluntary; you may withdraw at any time.,18,55,2.0,7,True,2027-02-04T01:53:06,2027-05-18T05:32:03
4c66f090-f6cb-44da-82ff-e32824a4c8d7,Exercise Science: Understand bilingual lexical access,This usability testing study uses a A/B usability test with undergraduates. It aims to measure short-term memory accuracy. Approx. 90 minutes. Compensation: $10 gift card. Participation is voluntary; you may withdraw at any time.,18,55,2.0,0,True,2027-01-21T07:17:32,2027-06-23T07:47:01
72f55e9c-0cb9-436a-b186-ebe979cc859b,Test usability of a new mobile interface (Cognitive Psychology),This sleep & memory study uses a eye-tracking study with general adults. It aims to understand bilingual lexical access. Approx. 45 minutes. Compensation: course credit. Participation is voluntary; you may withdraw at any time.,18,60,2.3,7,True,2026-11-17T04:04:01,2027-05-13T13:48:17
0e181653-d2aa-4990-a737-e509a5e68f6a,Nutrition & Performance: Measure short-term memory accuracy,This decision making study uses a lab-based task with heavy social media users. It aims to evaluate UI learnability. Approx. 20 minutes. Compensation: course credit. Participation is voluntary; you may withdraw at any time.,18,45,2.0,21,True,2027-02-12T00:52:53,2027-04-26T09:06:20
15712a4b-7246-4d05-a75f-440c7941e945,Usability Testing via Lab-Based Task,This nutrition & performance study uses a eye-tracking study with graduate students. It aims to model social conformity behavior. Approx. 20 minutes. Compensation: $20 gift card. Participation is voluntary; you may withdraw at any time.,18,45,2.3,0,False,2027-01-03T12:48:56,2027-02-10T19:17:55
c7f8fa96-db68-47c0-ba3f-57e93eaebead,Human Factors via Reaction-Time Task,This human factors study uses a EEG session with STEM majors. It aims to study effects of nutrition on reaction time. Approx. 60 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,18,60,3.0,14,False,2027-02-16T23:34:23,2027-05-22T09:14:09
81cae461-3c74-4d80-9e56-db1c9e494b1b,Sleep & Memory via Online Survey,This neuroscience study uses a EEG session with night owls. It aims to analyze eye movements during reading. Approx. 90 minutes. Compensation: course credit. Participation is voluntary; you may withdraw at any time.,18,45,2.5,14,True,2026-05-29T22:09:07,2026-07-01T04:46:25
2b7342bf-5440-40c4-a95e-6a1b59076907,Usability Testing – Model social conformity behavior,This human factors study uses a behavioral game with night owls. It aims to model social conformity behavior. Approx. 30 minutes. Compensation: $25 gift card. Participation is voluntary; you may withdraw at any time.,18,65,2.3,21,True,2026-10-08T14:45:20,2027-02-22T10:16:42
20224dd4-1634-4a4e-ae31-7b3db7dd25a0,Attention & Perception – Quantify decision speed under time pressure,This attention & perception study uses a lab-based task with bilingual speakers. It aims to measure short-term memory accuracy. Approx. 30 minutes. Compensation: $20 gift card. Participation is voluntary; you may withdraw at any time.,18,60,2.5,7,False,2025-11-06T06:36:10,2026-02-03T19:44:28
be3fe336-e372-4aff-af89-2ed3eb961f70,Exercise Science via Vr Interaction Task,This human factors study uses a eye-tracking study with bilingual speakers. It aims to measure short-term memory accuracy. Approx. 75 minutes. Compensation: $15 gift card. Participation is voluntary; you may withdraw at any time.,18,45,3.2,7,True,2025-10-11T11:08:29,2026-04-08T02:36:16
c57151bb-0433-4664-95bb-c5f4d718655c,Mental Health: Quantify decision speed under time pressure,This motivation & goals study uses a interview session with general adults. It aims to evaluate UI learnability. Approx. 35 minutes. Compensation: $10 gift card. Participation is voluntary; you may withdraw at any time.,18,45,2.0,0,True,2026-08-10T12:01:37,2026-09-17T18:40:07
34cfd40f-c1d8-4a68-bdc4-d19d3abb45f9,Test usability of a new mobile interface (Motivation & Goals),This motivation & goals study uses a A/B usability test with competitive athletes. It aims to measure short-term memory accuracy. Approx. 35 minutes. Compensation: course credit. Participation is voluntary; you may withdraw at any time.,18,55,2.0,0,True,2026-02-02T19:46:10,2026-06-11T01:36:27
42bb31d9-c47f-405a-a350-aef7eead070e,Cognitive Psychology – Compare different feedback strategies on learning,This language processing study uses a interview session with heavy social media users. It aims to assess the impact of sleep duration on recall. Approx. 45 minutes. Compensation: $20 gift card. Participation is voluntary; you may withdraw at any time.,18,60,3.2,30,True,2025-12-27T04:39:17,2026-02-19T19:13:58
c2fa0528-8444-4dc2-abc6-3185fc02b065,Human-Computer Interaction via Eye-Tracking Study,This sleep & memory study uses a behavioral game with early risers. It aims to compare different feedback strategies on learning. Approx. 90 minutes. Compensation: $20 gift card. Participation is voluntary; you may withdraw at any time.,21,55,2.0,14,True,2026-02-19T06:02:28,2026-04-29T09:59:16
69285b2d-6e64-4418-bff6-c73eaeefa980,Model social conformity behavior (Nutrition & Performance),This cognitive psychology study uses a eye-tracking study with habitual nappers. It aims to test usability of a new mobile interface. Approx. 20 minutes. Compensation: $15 gift card. Participation is voluntary; you may withdraw at any time.,18,55,2.5,14,True,2026-02-24T16:26:37,2026-08-06T17:37:19
46183904-206e-4fce-879f-fb54888972e9,Attention & Perception: Quantify decision speed under time pressure,This motivation & goals study uses a online survey with undergraduates. It aims to quantify decision speed under time pressure. Approx. 35 minutes. Compensation: $20 gift card. Participation is voluntary; you may withdraw at any time.,18,60,2.7,21,True,2026-05-23T06:11:28,2026-08-31T19:08:48
8608e8f6-6b29-4aa7-a6e3-58f195939847,Exercise Science – Model social conformity behavior,This nutrition & performance study uses a reaction-time task with general adults. It aims to understand bilingual lexical access. Approx. 90 minutes. Compensation: $10 gift card. Participation is voluntary; you may withdraw at any time.,21,65,2.5,0,True,2026-01-16T16:52:10,2026-07-10T09:43:50
